,client_id,mes,total_rav,margem_rav,duration_rav,tipo_rav,data_de_desembolso
16752,38565df,2019-05-31,11121.39,921.44,81.1,1,2019-10-30
16748,38565df,2019-01-31,27942.2,2403.04,84.18,1,2019-10-30
16750,38565df,2019-03-31,24342.33,2566.43,103.19,1,2019-10-30
16749,38565df,2019-02-28,16346.16,1657.09,99.22,1,2019-10-30
16751,38565df,2019-04-30,8583.03,711.31,81.12,1,2019-10-30
16747,38565df,2018-12-31,15288.93,1500.63,96.07,1,2019-10-30
16746,38565df,2018-11-30,9555.38,947.24,97.03,1,2019-10-30
16768,385987d,2019-09-30,3822.31,243.18,37.29,1,2019-10-28
16767,385987d,2019-08-31,3510.22,228.41,38.14,1,2019-10-28
16766,385987d,2019-07-31,4216.15,259.67,36.1,1,2019-10-28
16765,385987d,2019-06-30,2742.49,153.33,32.77,1,2019-10-28
16764,385987d,2019-05-31,3495.65,209.64,35.15,1,2019-10-28
16763,385987d,2019-04-30,3195.12,185.54,34.04,1,2019-10-28
16761,385987d,2019-02-28,2526.57,160.7,37.28,1,2019-10-28
16760,385987d,2019-01-31,3256.81,291.05,52.38,1,2019-10-28
16759,385987d,2018-12-31,2755.11,145.14,30.88,1,2019-10-28
16758,385987d,2018-11-30,3776.76,233.06,36.17,1,2019-10-28
16757,385987d,2018-10-31,2835.41,144.03,29.78,1,2019-10-28
16762,385987d,2019-03-31,1992.61,110.92,32.63,1,2019-10-28
16776,385cdc2,2019-04-30,26969.19,2269.21,59.35,1,2019-09-20
16780,385cdc2,2019-08-31,32727.94,2895.76,62.41,1,2019-09-20
16779,385cdc2,2019-07-31,37807.31,3487.14,65.06,1,2019-09-20
16778,385cdc2,2019-06-30,32744.85,2840.96,61.2,1,2019-09-20
16777,385cdc2,2019-05-31,23460.88,1826.77,54.93,1,2019-09-20
16775,385cdc2,2019-03-31,23685.58,2109.96,62.84,1,2019-09-20
16769,385cdc2,2018-09-30,29492.13,2634.82,63.02,1,2019-09-20
16773,385cdc2,2019-01-31,25173.6,2060.65,57.74,1,2019-09-20
16772,385cdc2,2018-12-31,35553.72,3262.75,64.73,1,2019-09-20
16771,385cdc2,2018-11-30,35646.11,3000.4,59.38,1,2019-09-20
16770,385cdc2,2018-10-31,29286.0,2564.31,61.77,1,2019-09-20
16774,385cdc2,2019-02-28,28530.47,2539.41,62.79,1,2019-09-20
16781,385fbba,2018-10-31,243.87,4.16,9.57,2,2019-10-09
16782,385fbba,2018-11-30,243.87,3.03,6.96,2,2019-10-09
16790,3864a97,2019-04-30,1981.8,84.87,25.03,1,2019-09-09
16794,3864a97,2019-08-31,1388.25,59.51,25.06,1,2019-09-09
16793,3864a97,2019-07-31,1377.59,58.78,24.94,1,2019-09-09
16792,3864a97,2019-06-30,1636.88,69.96,24.98,1,2019-09-09
16789,3864a97,2019-03-31,1140.6,48.83,25.02,1,2019-09-09
16791,3864a97,2019-05-31,1158.11,49.88,25.18,1,2019-09-09
16787,3864a97,2019-01-31,1423.31,61.55,25.27,1,2019-09-09
16786,3864a97,2018-12-31,1454.92,62.62,25.16,1,2019-09-09
16788,3864a97,2019-02-28,1378.64,59.66,25.29,1,2019-09-09
16785,3864a97,2018-11-30,1641.87,70.49,25.09,1,2019-09-09
16784,3864a97,2018-10-31,1533.45,66.14,25.21,1,2019-09-09
16783,3864a97,2018-09-30,1067.3,45.77,25.06,1,2019-09-09
16806,3870132,2019-08-31,3629.22,112.55,24.49,1,2019-09-25
16805,3870132,2019-07-31,3717.29,114.85,24.4,1,2019-09-25
16804,3870132,2019-06-30,3142.94,97.11,24.4,1,2019-09-25
16803,3870132,2019-05-31,3626.2,112.82,24.57,1,2019-09-25
16802,3870132,2019-04-30,3437.53,109.04,25.05,1,2019-09-25
16801,3870132,2019-03-31,2640.85,91.53,24.41,1,2019-09-25
16800,3870132,2019-02-28,2409.64,110.26,24.76,1,2019-09-25
16799,3870132,2019-01-31,2660.75,130.98,24.65,1,2019-09-25
16798,3870132,2018-12-31,3772.49,174.03,24.97,1,2019-09-25
16797,3870132,2018-11-30,3839.31,172.42,24.3,1,2019-09-25
16796,3870132,2018-10-31,3739.93,169.94,24.59,1,2019-09-25
16795,3870132,2018-09-30,3322.99,151.62,24.69,1,2019-09-25
16817,3883fb0,2019-07-31,62786.51,3164.07,69.98,1,2019-09-25
16816,3883fb0,2019-06-30,56549.48,2304.57,53.79,1,2019-09-25
16818,3883fb0,2019-08-31,53801.5,2416.02,63.35,1,2019-09-25
16815,3883fb0,2019-05-31,69706.9,3434.03,65.02,1,2019-09-25
16814,3883fb0,2019-04-30,53752.9,2220.77,54.53,1,2019-09-25
16813,3883fb0,2019-03-31,39911.42,1771.91,58.59,1,2019-09-25
16809,3883fb0,2018-11-30,59912.7,3018.25,65.35,1,2019-09-25
16811,3883fb0,2019-01-31,55091.59,2827.5,67.74,1,2019-09-25
16810,3883fb0,2018-12-31,64572.94,2720.93,55.61,1,2019-09-25
16808,3883fb0,2018-10-31,65868.67,3648.15,66.65,1,2019-09-25
16807,3883fb0,2018-09-30,44618.55,2380.59,64.2,1,2019-09-25
16812,3883fb0,2019-02-28,44359.54,2101.66,62.53,1,2019-09-25
16825,3888e9f,2019-09-30,2796.23,124.19,37.86,1,2019-10-28
16824,3888e9f,2019-08-31,4533.87,212.26,39.9,1,2019-10-28
16823,3888e9f,2019-07-31,3470.22,174.81,42.94,1,2019-10-28
16822,3888e9f,2019-06-30,3443.85,147.55,36.52,1,2019-10-28
16820,3888e9f,2019-04-30,3278.43,143.56,37.32,1,2019-10-28
16819,3888e9f,2019-03-31,2473.08,133.22,45.92,1,2019-10-28
16821,3888e9f,2019-05-31,3373.45,183.7,46.42,1,2019-10-28
16834,3890902,2019-06-30,4054.88,147.92,24.96,1,2019-10-07
16837,3890902,2019-09-30,5484.24,205.37,25.62,1,2019-10-07
16836,3890902,2019-08-31,4901.08,183.39,25.6,1,2019-10-07
16835,3890902,2019-07-31,4251.61,158.13,25.45,1,2019-10-07
16833,3890902,2019-05-31,5071.01,187.71,25.33,1,2019-10-07
16832,3890902,2019-04-30,6013.85,220.41,25.08,1,2019-10-07
16831,3890902,2019-03-31,4796.05,175.65,25.06,1,2019-10-07
16830,3890902,2019-02-28,5916.66,219.18,25.35,1,2019-10-07
16829,3890902,2019-01-31,4803.8,178.24,25.39,1,2019-10-07
16828,3890902,2018-12-31,7238.29,265.39,25.08,1,2019-10-07
16827,3890902,2018-11-30,6382.81,234.76,25.16,1,2019-10-07
16826,3890902,2018-10-31,5868.14,215.39,25.11,1,2019-10-07
16849,389f69a,2019-08-31,59808.55,1757.32,38.53,1,2019-09-20
16848,389f69a,2019-07-31,58931.66,1712.83,38.11,1,2019-09-20
16847,389f69a,2019-06-30,58781.92,1775.27,39.6,1,2019-09-20
16846,389f69a,2019-05-31,67169.98,2080.3,40.61,1,2019-09-20
16845,389f69a,2019-04-30,57687.66,1757.33,39.95,1,2019-09-20
16844,389f69a,2019-03-31,49701.1,1522.38,36.64,1,2019-09-20
16843,389f69a,2019-02-28,56277.97,2171.84,40.28,1,2019-09-20
16842,389f69a,2019-01-31,58706.86,2156.79,38.34,1,2019-09-20
16841,389f69a,2018-12-31,68387.03,2462.51,37.58,1,2019-09-20
16840,389f69a,2018-11-30,60234.23,2249.94,38.99,1,2019-09-20
16839,389f69a,2018-10-31,78243.22,2913.11,38.86,1,2019-09-20
16838,389f69a,2018-09-30,66519.21,2408.86,37.8,1,2019-09-20
16859,38acb55,2019-08-31,2002.48,86.75,24.62,2,2019-09-12
16858,38acb55,2019-07-31,2212.26,96.15,24.7,2,2019-09-12
16857,38acb55,2019-06-30,4084.26,181.07,25.19,2,2019-09-12
16856,38acb55,2019-05-31,5379.31,215.03,22.71,2,2019-09-12
16855,38acb55,2019-04-30,3291.66,154.06,26.6,2,2019-09-12
16853,38acb55,2019-02-28,1394.25,52.43,21.37,2,2019-09-12
16852,38acb55,2019-01-31,4814.37,128.26,15.14,2,2019-09-12
16850,38acb55,2018-11-30,1520.29,63.74,23.97,1,2019-09-12
16854,38acb55,2019-03-31,2955.97,123.26,23.69,2,2019-09-12
16851,38acb55,2018-12-31,3361.45,131.31,22.2,2,2019-09-12
16869,38b21e4,2019-09-30,22351.19,483.79,24.74,1,2019-10-30
16860,38b21e4,2018-12-31,28639.01,628.78,25.09,1,2019-10-30
16861,38b21e4,2019-01-31,45221.47,987.11,24.95,1,2019-10-30
16862,38b21e4,2019-02-28,20137.07,442.29,25.1,1,2019-10-30
16863,38b21e4,2019-03-31,25004.27,537.7,24.58,1,2019-10-30
16864,38b21e4,2019-04-30,23712.63,513.81,24.76,1,2019-10-30
16865,38b21e4,2019-05-31,23972.04,520.35,24.81,1,2019-10-30
16866,38b21e4,2019-06-30,25795.98,564.77,25.02,1,2019-10-30
16867,38b21e4,2019-07-31,26910.46,587.81,24.96,1,2019-10-30
16868,38b21e4,2019-08-31,15709.32,340.7,24.79,1,2019-10-30
16879,38b82e6,2019-06-30,18833.44,1517.42,62.2,1,2019-09-26
16872,38b82e6,2018-11-30,26444.37,2279.94,66.56,1,2019-09-26
16881,38b82e6,2019-08-31,13736.25,811.15,45.59,1,2019-09-26
16878,38b82e6,2019-05-31,15359.03,782.35,39.32,1,2019-09-26
16880,38b82e6,2019-07-31,23092.89,1278.44,42.74,1,2019-09-26
16877,38b82e6,2019-04-30,23301.24,1125.48,37.29,1,2019-09-26
16870,38b82e6,2018-09-30,12252.42,591.44,37.26,1,2019-09-26
16875,38b82e6,2019-02-28,31013.76,2360.47,58.75,1,2019-09-26
16874,38b82e6,2019-01-31,28380.94,2206.35,60.01,1,2019-09-26
16873,38b82e6,2018-12-31,34680.33,2500.27,55.65,1,2019-09-26
16871,38b82e6,2018-10-31,20925.42,1032.42,38.09,1,2019-09-26
16876,38b82e6,2019-03-31,33485.04,2818.23,64.97,1,2019-09-26
16882,38bc555,2019-03-31,6474.61,180.56,23.77,1,2019-10-21
16883,38bc555,2019-04-30,18721.92,511.95,23.31,1,2019-10-21
16884,38bc555,2019-05-31,18905.36,530.62,23.92,1,2019-10-21
16885,38bc555,2019-06-30,20459.03,558.73,23.28,1,2019-10-21
16886,38bc555,2019-07-31,23023.77,624.72,23.13,1,2019-10-21
16887,38bc555,2019-08-31,12826.03,344.81,22.91,1,2019-10-21
16888,38bc555,2019-09-30,735.56,19.15,22.19,1,2019-10-21
16895,38bfad0,2019-09-30,1953.09,47.53,25.02,1,2019-10-17
16894,38bfad0,2019-08-31,1428.09,35.28,25.4,1,2019-10-17
16892,38bfad0,2019-06-30,966.75,23.46,24.94,1,2019-10-17
16893,38bfad0,2019-07-31,2569.64,61.69,24.68,1,2019-10-17
16890,38bfad0,2019-04-30,877.51,21.1,24.72,1,2019-10-17
16889,38bfad0,2019-03-31,132.36,3.35,25.99,1,2019-10-17
16891,38bfad0,2019-05-31,419.73,10.21,25.01,1,2019-10-17
16907,38c6711,2019-08-31,19509.08,551.17,25.13,1,2019-09-25
16906,38c6711,2019-07-31,20964.2,591.77,25.11,1,2019-09-25
16905,38c6711,2019-06-30,24676.37,704.85,25.41,1,2019-09-25
16904,38c6711,2019-05-31,17874.61,504.99,25.13,1,2019-09-25
16903,38c6711,2019-04-30,32769.45,940.56,25.53,1,2019-09-25
16902,38c6711,2019-03-31,16588.44,463.81,24.87,1,2019-09-25
16901,38c6711,2019-02-28,17699.49,502.67,25.26,1,2019-09-25
16899,38c6711,2018-12-31,18912.3,534.12,25.12,1,2019-09-25
16898,38c6711,2018-11-30,24315.88,682.67,24.97,1,2019-09-25
16897,38c6711,2018-10-31,27510.67,778.86,24.64,1,2019-09-25
16896,38c6711,2018-09-30,14474.89,394.17,24.09,1,2019-09-25
16900,38c6711,2019-01-31,16246.52,458.67,25.11,1,2019-09-25
16916,38c6c50,2019-05-31,1391.86,51.22,25.18,1,2019-09-25
16917,38c6c50,2019-06-30,9929.18,364.36,25.11,1,2019-09-25
16915,38c6c50,2019-04-30,715.92,25.92,24.77,1,2019-09-25
16919,38c6c50,2019-08-31,9797.02,357.56,24.97,1,2019-09-25
16918,38c6c50,2019-07-31,12893.07,471.3,25.01,1,2019-09-25
16914,38c6c50,2019-03-31,689.43,24.93,24.74,1,2019-09-25
16912,38c6c50,2019-01-31,6606.13,242.96,25.16,1,2019-09-25
16913,38c6c50,2019-02-28,1533.57,57.7,25.74,1,2019-09-25
16911,38c6c50,2018-12-31,5391.0,198.33,25.17,1,2019-09-25
16910,38c6c50,2018-11-30,8074.38,298.04,25.25,1,2019-09-25
16909,38c6c50,2018-10-31,6308.23,229.45,24.89,1,2019-09-25
16908,38c6c50,2018-09-30,6584.29,239.79,24.92,1,2019-09-25
16929,38c8f4e,2019-08-31,9123.94,306.9,22.94,2,2019-09-05
16928,38c8f4e,2019-07-31,14511.02,495.83,23.3,2,2019-09-05
16927,38c8f4e,2019-06-30,11368.25,390.55,23.43,2,2019-09-05
16926,38c8f4e,2019-05-31,11588.9,402.93,23.71,2,2019-09-05
16925,38c8f4e,2019-04-30,14233.88,487.0,23.33,2,2019-09-05
16924,38c8f4e,2019-03-31,11642.84,398.77,23.35,2,2019-09-05
16923,38c8f4e,2019-02-28,11222.99,378.56,23.0,2,2019-09-05
16922,38c8f4e,2019-01-31,16498.36,517.42,21.39,2,2019-09-05
16921,38c8f4e,2018-12-31,12943.08,425.97,22.44,2,2019-09-05
16920,38c8f4e,2018-11-30,16124.33,385.54,16.3,2,2019-09-05
16939,38cebdb,2019-08-31,1429.91,28.68,34.19,1,2019-09-02
16938,38cebdb,2019-07-31,3468.33,112.05,55.08,1,2019-09-02
16937,38cebdb,2019-06-30,2660.34,47.25,30.28,1,2019-09-02
16936,38cebdb,2019-05-31,2154.36,46.29,36.63,1,2019-09-02
16935,38cebdb,2019-04-30,1705.87,30.46,30.44,1,2019-09-02
16933,38cebdb,2019-02-28,1970.41,41.16,35.61,1,2019-09-02
16931,38cebdb,2018-12-31,2070.04,36.6,30.14,1,2019-09-02
16930,38cebdb,2018-11-30,218.64,4.03,31.4,1,2019-09-02
16934,38cebdb,2019-03-31,2054.26,43.21,35.86,1,2019-09-02
16932,38cebdb,2019-01-31,2029.65,47.26,39.7,1,2019-09-02
16949,38d0cbe,2019-08-31,8820.86,736.21,65.92,1,2019-10-07
16940,38d0cbe,2018-11-30,3042.44,222.25,57.7,1,2019-10-07
16941,38d0cbe,2018-12-31,5170.58,386.02,58.97,1,2019-10-07
16942,38d0cbe,2019-01-31,5261.58,358.34,53.79,1,2019-10-07
16943,38d0cbe,2019-02-28,5658.06,455.21,63.55,1,2019-10-07
16944,38d0cbe,2019-03-31,2139.28,126.16,46.58,1,2019-10-07
16945,38d0cbe,2019-04-30,7846.22,603.43,60.74,1,2019-10-07
16946,38d0cbe,2019-05-31,2407.17,138.02,45.29,1,2019-10-07
16947,38d0cbe,2019-06-30,3508.75,192.52,43.34,1,2019-10-07
16948,38d0cbe,2019-07-31,4861.73,323.27,52.52,1,2019-10-07
16959,38dd38f,2019-06-30,3325.01,143.65,25.04,1,2019-09-20
16952,38dd38f,2018-11-30,2392.45,104.56,25.33,1,2019-09-20
16961,38dd38f,2019-08-31,3851.18,168.2,25.31,1,2019-09-20
16958,38dd38f,2019-05-31,2645.84,115.81,25.37,1,2019-09-20
16960,38dd38f,2019-07-31,5137.68,222.5,25.1,1,2019-09-20
16957,38dd38f,2019-04-30,3908.96,169.69,25.16,1,2019-09-20
16950,38dd38f,2018-09-30,2113.25,92.21,25.29,1,2019-09-20
16955,38dd38f,2019-02-28,3753.06,163.83,25.3,1,2019-09-20
16954,38dd38f,2019-01-31,3471.41,150.9,25.19,1,2019-09-20
16953,38dd38f,2018-12-31,2905.81,126.19,25.17,1,2019-09-20
16951,38dd38f,2018-10-31,2778.45,122.0,25.45,1,2019-09-20
16956,38dd38f,2019-03-31,3084.06,133.96,25.17,1,2019-09-20
16962,38e5efe,2019-04-30,26951.98,1051.96,44.36,1,2019-10-16
16963,38e5efe,2019-05-31,33392.5,1358.23,46.23,1,2019-10-16
16964,38e5efe,2019-06-30,45211.83,1886.94,47.43,1,2019-10-16
16965,38e5efe,2019-07-31,38538.14,1556.34,45.9,1,2019-10-16
16966,38e5efe,2019-08-31,40892.73,1733.46,48.18,1,2019-10-16
16967,38e5efe,2019-09-30,34573.83,1367.83,44.96,1,2019-10-16
16978,38ea900,2019-08-31,2771.81,130.75,34.87,1,2019-09-23
16977,38ea900,2019-07-31,1276.4,75.24,43.8,1,2019-09-23
16976,38ea900,2019-06-30,1838.54,156.79,61.25,1,2019-09-23
16975,38ea900,2019-05-31,471.98,17.21,26.26,1,2019-09-23
16974,38ea900,2019-04-30,671.05,43.45,46.49,1,2019-09-23
16971,38ea900,2018-12-31,1222.83,50.76,30.34,1,2019-09-23
16972,38ea900,2019-01-31,71.68,2.12,22.31,1,2019-09-23
16970,38ea900,2018-11-30,1100.16,35.57,24.41,1,2019-09-23
16969,38ea900,2018-10-31,369.65,11.31,23.09,1,2019-09-23
16968,38ea900,2018-09-30,451.16,14.51,24.28,1,2019-09-23
16973,38ea900,2019-02-28,122.28,3.94,24.3,1,2019-09-23
16984,38f7251,2019-09-30,1870.56,45.49,25.0,1,2019-10-30
16979,38f7251,2019-04-30,1262.76,30.73,16.53,1,2019-10-30
16980,38f7251,2019-05-31,835.86,26.72,25.24,1,2019-10-30
16981,38f7251,2019-06-30,588.57,18.48,24.81,1,2019-10-30
16982,38f7251,2019-07-31,1391.89,44.29,25.13,1,2019-10-30
16983,38f7251,2019-08-31,1653.27,40.84,25.39,1,2019-10-30
16995,38f9630,2019-08-31,2946.77,97.5,20.45,1,2019-10-21
16994,38f9630,2019-07-31,2901.63,101.6,20.72,1,2019-10-21
16993,38f9630,2019-06-30,2333.2,70.32,18.63,1,2019-10-21
16996,38f9630,2019-09-30,4819.45,83.52,17.81,1,2019-10-21
16991,38f9630,2019-04-30,3547.17,361.25,57.87,1,2019-10-21
16992,38f9630,2019-05-31,3023.0,169.91,32.17,1,2019-10-21
16989,38f9630,2019-02-28,4236.8,183.31,25.57,1,2019-10-21
16990,38f9630,2019-03-31,2984.35,108.32,22.43,1,2019-10-21
16988,38f9630,2019-01-31,1092.12,37.63,21.3,1,2019-10-21
16987,38f9630,2018-12-31,3880.56,162.35,25.76,1,2019-10-21
16986,38f9630,2018-11-30,5825.73,228.88,23.01,1,2019-10-21
16985,38f9630,2018-10-31,4604.15,174.24,21.87,1,2019-10-21
17007,38ff8bd,2019-08-31,5832.58,678.25,72.31,1,2019-10-21
17006,38ff8bd,2019-07-31,1008.14,58.04,35.8,1,2019-10-21
17005,38ff8bd,2019-06-30,1698.14,128.26,46.96,1,2019-10-21
17004,38ff8bd,2019-05-31,3814.04,308.44,50.28,1,2019-10-21
17003,38ff8bd,2019-04-30,575.27,33.19,35.88,1,2019-10-21
17008,38ff8bd,2019-09-30,3493.96,281.34,50.07,1,2019-10-21
17001,38ff8bd,2019-02-28,3026.18,275.86,56.68,1,2019-10-21
17000,38ff8bd,2019-01-31,2813.72,197.37,43.62,1,2019-10-21
16999,38ff8bd,2018-12-31,8177.77,712.86,54.2,1,2019-10-21
16998,38ff8bd,2018-11-30,5392.99,579.21,66.78,1,2019-10-21
16997,38ff8bd,2018-10-31,3246.27,226.85,43.45,1,2019-10-21
17002,38ff8bd,2019-03-31,1805.3,146.27,50.38,1,2019-10-21
17020,3900ef9,2019-08-31,1427.96,55.95,25.61,1,2019-09-26
17019,3900ef9,2019-07-31,1349.43,51.85,25.11,1,2019-09-26
17018,3900ef9,2019-06-30,905.61,34.74,25.07,1,2019-09-26
17017,3900ef9,2019-05-31,2160.92,83.26,25.18,1,2019-09-26
17016,3900ef9,2019-04-30,1558.64,59.54,24.97,1,2019-09-26
17015,3900ef9,2019-03-31,934.0,36.64,25.64,1,2019-09-26
17014,3900ef9,2019-02-28,391.41,14.91,24.89,1,2019-09-26
17012,3900ef9,2018-12-31,172.51,6.48,24.54,1,2019-09-26
17011,3900ef9,2018-11-30,704.34,27.14,25.19,1,2019-09-26
17010,3900ef9,2018-10-31,555.54,21.42,25.2,1,2019-09-26
17009,3900ef9,2018-09-30,747.04,28.46,24.9,1,2019-09-26
17013,3900ef9,2019-01-31,52.3,1.98,24.78,1,2019-09-26
17028,390469a,2019-04-30,1789.89,178.56,59.32,1,2019-09-25
17031,390469a,2019-07-31,2730.39,315.44,68.7,1,2019-09-25
17032,390469a,2019-08-31,3851.28,656.13,101.31,1,2019-09-25
17029,390469a,2019-05-31,2015.13,228.22,67.35,1,2019-09-25
17027,390469a,2019-03-31,386.89,27.91,42.89,1,2019-09-25
17030,390469a,2019-06-30,2270.19,230.42,60.36,1,2019-09-25
17025,390469a,2019-01-31,2513.07,248.58,58.82,1,2019-09-25
17024,390469a,2018-12-31,820.29,46.57,33.76,1,2019-09-25
17023,390469a,2018-11-30,2766.79,283.15,60.86,1,2019-09-25
17022,390469a,2018-10-31,1328.61,144.53,64.69,1,2019-09-25
17021,390469a,2018-09-30,2057.11,312.13,90.23,1,2019-09-25
17026,390469a,2019-02-28,251.89,16.58,39.15,1,2019-09-25
17044,390974c,2019-08-31,11166.37,413.06,25.31,1,2019-09-25
17043,390974c,2019-07-31,12278.62,450.68,25.11,1,2019-09-25
17042,390974c,2019-06-30,10403.47,381.79,25.11,1,2019-09-25
17041,390974c,2019-05-31,12008.41,440.89,25.12,1,2019-09-25
17040,390974c,2019-04-30,12509.51,458.84,25.1,1,2019-09-25
17039,390974c,2019-03-31,7974.38,294.09,25.23,1,2019-09-25
17038,390974c,2019-02-28,7987.66,297.28,25.46,1,2019-09-25
17037,390974c,2019-01-31,7617.82,279.79,25.13,1,2019-09-25
17036,390974c,2018-12-31,8817.64,323.79,25.12,1,2019-09-25
17035,390974c,2018-11-30,8575.7,316.11,25.22,1,2019-09-25
17034,390974c,2018-10-31,10040.75,369.49,25.18,1,2019-09-25
17033,390974c,2018-09-30,6107.33,225.5,25.26,1,2019-09-25
17055,390e617,2019-08-31,6809.82,554.28,43.55,1,2019-10-28
17054,390e617,2019-07-31,7055.68,431.67,32.93,1,2019-10-28
17053,390e617,2019-06-30,7217.71,697.44,50.95,2,2019-10-28
17056,390e617,2019-09-30,7028.63,473.7,36.07,1,2019-10-28
17052,390e617,2019-05-31,5345.67,488.09,48.14,2,2019-10-28
17051,390e617,2019-04-30,5177.44,562.79,57.31,2,2019-10-28
17048,390e617,2019-01-31,4544.45,382.5,44.38,2,2019-10-28
17049,390e617,2019-02-28,8126.98,636.17,41.27,2,2019-10-28
17047,390e617,2018-12-31,3109.82,246.61,41.81,2,2019-10-28
17046,390e617,2018-11-30,9617.03,1012.42,55.5,2,2019-10-28
17045,390e617,2018-10-31,799.23,28.43,18.76,2,2019-10-28
17050,390e617,2019-03-31,1551.5,109.66,37.27,2,2019-10-28
17067,39113b3,2019-09-30,3847.76,96.76,25.09,1,2019-10-24
17066,39113b3,2019-08-31,2604.0,65.46,25.09,1,2019-10-24
17065,39113b3,2019-07-31,5438.89,135.93,24.94,1,2019-10-24
17064,39113b3,2019-06-30,4720.99,118.12,24.97,1,2019-10-24
17063,39113b3,2019-05-31,5495.62,138.89,25.22,1,2019-10-24
17060,39113b3,2019-02-28,4456.0,113.62,25.44,1,2019-10-24
17061,39113b3,2019-03-31,5272.43,131.61,24.91,1,2019-10-24
17059,39113b3,2019-01-31,7696.3,192.45,24.95,1,2019-10-24
17058,39113b3,2018-12-31,8156.81,203.35,24.88,1,2019-10-24
17057,39113b3,2018-11-30,1190.87,30.71,25.73,1,2019-10-24
17062,39113b3,2019-04-30,4035.68,101.1,25.0,1,2019-10-24
17076,3913b31,2019-05-31,20307.87,1263.06,42.55,1,2019-09-19
17077,3913b31,2019-06-30,13491.62,835.58,42.37,1,2019-09-19
17075,3913b31,2019-04-30,9995.58,583.09,39.91,1,2019-09-19
17079,3913b31,2019-08-31,10028.23,592.49,40.42,1,2019-09-19
17078,3913b31,2019-07-31,13353.06,803.03,41.14,1,2019-09-19
17074,3913b31,2019-03-31,6485.65,342.05,36.08,1,2019-09-19
17070,3913b31,2018-11-30,7695.34,434.66,38.64,1,2019-09-19
17072,3913b31,2019-01-31,9677.67,491.51,34.75,1,2019-09-19
17071,3913b31,2018-12-31,13305.36,770.74,39.63,1,2019-09-19
17073,3913b31,2019-02-28,8731.96,493.77,38.69,1,2019-09-19
17069,3913b31,2018-10-31,7637.27,405.32,36.31,1,2019-09-19
17068,3913b31,2018-09-30,4651.26,236.9,34.85,1,2019-09-19
17090,3918051,2019-08-31,74126.31,5648.68,78.34,1,2019-10-25
17089,3918051,2019-07-31,49247.2,3609.44,75.34,1,2019-10-25
17088,3918051,2019-06-30,41757.59,3353.34,82.55,1,2019-10-25
17087,3918051,2019-05-31,18349.74,912.8,51.14,1,2019-10-25
17086,3918051,2019-04-30,30089.28,1757.27,60.04,1,2019-10-25
17091,3918051,2019-09-30,27255.07,1418.69,62.88,1,2019-10-25
17084,3918051,2019-02-28,18057.37,1263.22,71.91,1,2019-10-25
17083,3918051,2019-01-31,15874.63,1427.11,86.5,1,2019-10-25
17082,3918051,2018-12-31,33595.83,3200.13,81.53,1,2019-10-25
17081,3918051,2018-11-30,65165.01,5310.92,69.76,1,2019-10-25
17080,3918051,2018-10-31,30086.61,2776.71,78.99,1,2019-10-25
17085,3918051,2019-03-31,32381.1,2759.87,87.62,1,2019-10-25
17103,391a6ce,2019-09-30,5909.94,278.69,32.26,1,2019-10-24
17102,391a6ce,2019-08-31,3263.28,156.01,32.71,1,2019-10-24
17101,391a6ce,2019-07-31,6902.19,351.7,34.86,1,2019-10-24
17100,391a6ce,2019-06-30,7672.8,368.75,32.88,1,2019-10-24
17099,391a6ce,2019-05-31,7724.79,377.45,33.43,1,2019-10-24
17098,391a6ce,2019-04-30,11894.78,562.95,32.38,1,2019-10-24
17097,391a6ce,2019-03-31,6420.82,269.42,28.71,1,2019-10-24
17095,391a6ce,2019-01-31,4921.01,212.27,29.51,1,2019-10-24
17094,391a6ce,2018-12-31,11514.35,508.58,30.22,1,2019-10-24
17093,391a6ce,2018-11-30,9516.18,508.85,36.58,1,2019-10-24
17092,391a6ce,2018-10-31,9705.63,437.2,30.82,1,2019-10-24
17096,391a6ce,2019-02-28,4092.57,173.87,29.07,1,2019-10-24
17111,391f786,2019-05-31,2775.95,193.5,47.53,1,2019-10-16
17115,391f786,2019-09-30,2007.52,140.04,47.57,1,2019-10-16
17114,391f786,2019-08-31,6179.36,408.45,45.07,1,2019-10-16
17113,391f786,2019-07-31,6115.44,561.77,62.64,1,2019-10-16
17110,391f786,2019-04-30,7871.8,559.74,48.49,1,2019-10-16
17112,391f786,2019-06-30,1713.96,81.01,32.23,1,2019-10-16
17108,391f786,2019-02-28,126.19,9.77,52.78,1,2019-10-16
17104,391f786,2018-10-31,4080.67,272.52,45.54,1,2019-10-16
17105,391f786,2018-11-30,992.72,64.98,44.64,1,2019-10-16
17109,391f786,2019-03-31,1250.78,92.06,50.19,1,2019-10-16
17107,391f786,2019-01-31,1261.94,96.07,51.91,1,2019-10-16
17106,391f786,2018-12-31,950.75,60.2,43.17,1,2019-10-16
17122,39294f2,2019-03-31,24022.46,1211.12,32.33,1,2019-09-25
17127,39294f2,2019-08-31,20682.29,1261.33,36.01,1,2019-09-25
17126,39294f2,2019-07-31,26122.75,1502.68,33.44,1,2019-09-25
17125,39294f2,2019-06-30,24380.53,1337.93,32.95,1,2019-09-25
17124,39294f2,2019-05-31,24579.18,1305.4,33.54,1,2019-09-25
17123,39294f2,2019-04-30,17967.25,943.49,32.19,1,2019-09-25
17120,39294f2,2019-01-31,13105.44,662.34,32.41,1,2019-09-25
