,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao
2282,51349ad,11/09/2019,19/12/2018,5000.0,5,9,21,2012,1,1,5,1
3999,5142c50,21/10/2019,02/10/2018,65000.0,4,4,32,1,1,1,16,3
744,5146b58,16/10/2019,25/04/2017,30000.0,26,18,13,129,1,1,1,1
4091,51478f8,20/09/2019,10/12/2018,50000.0,3,1,671,0,1,2,5,1
1094,5148ed4,23/09/2019,22/01/2018,40000.0,35,16,2,5,1,1,2,1
3899,51528da,31/10/2019,25/04/2019,15000.0,27,19,839,0,1,1,14,3
544,51585a8,07/10/2019,01/02/2019,25000.0,9,11,10,328,1,1,11,3
3396,5163ab1,30/10/2019,18/04/2018,50000.0,12,1,40,1320,1,1,1,1
895,5168903,26/09/2019,20/04/2018,15000.0,48,4,30,1,1,1,2,1
1250,516ce0c,07/10/2019,08/02/2019,30000.0,39,17,4,240,1,1,7,4
3800,5175ad9,30/10/2019,20/03/2019,15000.0,12,1,29,1140,1,1,5,1
811,5180506,28/10/2019,09/10/2018,20000.0,16,14,12,1002,1,1,1,1
1121,518f726,06/09/2019,12/11/2018,20000.0,6,1,75,1326,1,1,1,1
2007,519d108,23/09/2019,09/11/2017,8000.0,7,7,6,1272,1,1,8,3
2964,51a5261,24/10/2019,28/12/2017,25000.0,5,9,58,1589,1,1,1,1
2071,51a95ed,23/10/2019,13/06/2018,40000.0,9,11,4,2,1,1,7,4
1950,51b4f49,24/10/2019,19/02/2019,50000.0,9,11,20,218,1,1,14,3
2808,51b5c8b,07/10/2019,02/03/2018,20000.0,1,3,1,54,1,1,1,1
439,51bac5f,25/09/2019,29/11/2018,50000.0,7,7,261,2069,1,1,1,1
3457,51c5d2d,21/10/2019,18/01/2019,10000.0,6,1,47,2646,1,1,3,2
2177,51c8c05,18/09/2019,06/10/2017,80000.0,2,2,1,117,1,1,1,1
3472,51ca01b,28/10/2019,07/03/2019,30000.0,13,13,7,2170,1,1,9,3
1552,51d6e2f,07/10/2019,27/09/2018,61000.0,7,7,9,291,1,1,6,2
2532,51da776,31/10/2019,13/03/2019,4000.0,4,4,719,0,1,1,6,2
770,51e83fb,07/10/2019,30/09/2017,,38,26,181,11,1,1,21,5
1377,51f32c7,23/09/2019,22/11/2018,40000.0,5,9,4,19,1,1,7,4
3382,51f7392,07/10/2019,14/02/2019,17000.0,8,10,4,70,1,1,7,4
3050,51f98b6,11/09/2019,14/08/2018,52000.0,12,1,20,441,1,1,14,3
2376,51ff304,08/10/2019,04/09/2017,,71,5,157,766,1,1,6,2
1386,5201624,28/10/2019,14/03/2019,4000.0,6,1,3,277,1,1,3,2
1616,5207b6a,30/10/2019,14/11/2018,16000.0,3,1,65,128,1,3,1,1
1835,5218bae,25/09/2019,17/01/2018,80000.0,2,2,50,1,1,1,3,2
4019,521a73f,17/10/2019,19/10/2017,,7,7,1,414,1,1,1,1
4057,522a2eb,15/10/2019,28/11/2018,24000.0,43,1,42,2177,1,1,15,3
3590,522a56f,17/10/2019,10/08/2018,30000.0,4,4,13,1,1,1,1,1
3112,523c89f,07/10/2019,05/10/2017,,28,8,232,2152,1,2,5,1
3122,525ac42,24/10/2019,14/06/2018,30000.0,8,10,107,559,1,1,6,2
4174,525bfe3,07/10/2019,25/02/2019,60000.0,8,10,324,0,1,1,1,1
3084,526f4b2,01/10/2019,18/10/2017,13000.0,3,1,6,0,1,1,8,3
2544,5292535,11/10/2019,25/04/2018,25000.0,18,21,37,260,1,1,2,1
1631,529486e,26/09/2019,10/08/2018,,5,9,67,465,1,1,2,1
4134,52963ea,30/10/2019,21/11/2017,,17,20,5,0,1,2,5,1
2502,52adcb3,07/10/2019,30/07/2018,15000.0,17,20,7,1014,1,1,9,3
3910,52b2985,19/09/2019,01/12/2018,20000.0,2,2,69,1,1,1,1,1
3986,52b75de,12/09/2019,03/10/2018,5000.0,2,2,172,354,1,1,6,2
4033,52c2d01,31/10/2019,22/06/2018,30000.0,13,13,470,0,1,1,1,1
3353,52c3d78,23/10/2019,29/01/2018,40000.0,13,13,295,0,1,1,4,2
1643,52ca476,28/10/2019,15/03/2019,70000.0,2,2,365,1108,1,1,1,1
802,52cc270,23/10/2019,13/04/2018,20000.0,17,20,20,1,1,1,14,3
1827,52d9bc3,02/10/2019,22/05/2018,40000.0,16,14,2,5,1,1,2,1
841,52ddab4,25/09/2019,20/11/2018,30000.0,7,7,60,176,1,2,5,1
1809,52f6f49,07/10/2019,07/07/2017,23000.0,28,8,12,1146,1,1,1,1
2568,52f9a9a,13/09/2019,10/10/2017,,3,1,146,1087,1,1,1,1
882,5307b8d,23/10/2019,26/04/2018,10000.0,85,15,2,67,1,1,2,1
2763,5309c2c,28/10/2019,01/03/2019,26000.0,10,12,358,1,1,1,6,2
2963,530fa19,11/10/2019,08/10/2018,10000.0,7,7,1,204,1,1,1,1
2118,5317967,31/10/2019,12/06/2018,150000.0,21,24,34,163,1,1,2,1
3808,531aa02,20/09/2019,15/10/2018,50000.0,24,16,67,36,1,1,2,1
1502,5347f37,09/10/2019,27/06/2018,80000.0,2,2,3,730,1,1,3,2
2186,5353621,23/09/2019,08/06/2018,40000.0,3,1,90,1,1,1,6,2
694,5367b27,28/10/2019,15/01/2019,10000.0,22,15,38,1026,1,1,1,1
3075,536b970,28/10/2019,25/10/2017,10000.0,111,6,75,1,1,1,1,1
1311,5370774,07/10/2019,28/02/2019,20000.0,4,4,1,1137,1,1,1,1
2352,537a25b,25/09/2019,17/12/2018,50000.0,1,3,18,31,1,1,3,2
3937,537fb68,03/09/2019,30/11/2018,30000.0,1,3,184,720,1,1,1,1
243,5380ace,28/10/2019,26/03/2019,10000.0,91,6,2,375,1,1,2,1
2957,538386f,07/10/2019,07/02/2019,10000.0,2,2,112,1,1,4,2,1
861,5386063,07/10/2019,25/02/2019,32000.0,17,20,276,876,1,1,20,4
2241,5390295,02/10/2019,24/04/2018,10000.0,29,6,1,1211,1,1,1,1
2008,53913db,16/10/2019,15/08/2018,15000.0,4,4,129,0,1,1,15,3
165,5393595,28/10/2019,22/11/2018,,12,1,104,1074,1,1,9,3
1108,5396c52,25/09/2019,13/06/2018,,24,16,12,293,1,1,1,1
3059,53b86d2,20/09/2019,27/04/2017,,7,7,5,608,1,2,5,1
1101,53c4537,17/10/2019,29/06/2018,10000.0,4,4,139,1,1,1,3,2
1569,53c5494,31/10/2019,29/10/2018,40000.0,6,1,47,645,1,1,3,2
652,53cac8b,16/10/2019,01/03/2018,10000.0,97,13,11,1,1,1,4,2
621,53dcb2a,28/10/2019,11/08/2017,21000.0,2,2,86,1,1,1,4,2
256,53ed247,17/10/2019,13/12/2016,20000.0,34,15,473,101,1,1,1,1
1442,53efb1b,07/10/2019,29/07/2017,20000.0,2,2,236,0,1,1,2,1
2419,53f1f7a,16/10/2019,14/08/2017,10000.0,3,1,112,1,1,3,2,1
2004,53f4c91,07/10/2019,12/02/2019,160000.0,2,2,2,235,1,1,2,1
3652,5402681,20/09/2019,19/09/2017,10000.0,29,6,63,1,1,1,2,1
1904,540cb5e,31/10/2019,20/07/2018,20000.0,19,17,499,0,1,3,3,2
551,54159d4,25/09/2019,03/08/2018,30000.0,17,20,2,224,1,1,2,1
1424,542dbe7,28/10/2019,30/01/2018,,6,1,37,1260,1,1,2,1
475,54308c9,17/10/2019,23/01/2018,20000.0,26,18,47,251,1,1,3,2
1288,5434608,07/10/2019,19/12/2018,10000.0,13,13,806,0,1,1,4,2
690,5440bf7,16/10/2019,13/11/2018,40000.0,2,2,109,1,1,1,6,2
3475,54451ce,28/10/2019,16/07/2018,8000.0,4,4,1,6,1,1,1,1
2476,5457d0d,28/10/2019,04/04/2019,12500.0,59,6,32,295,1,1,16,3
2473,545bc1b,25/09/2019,28/06/2017,,14,2,9,134,1,1,6,2
3908,54681c6,16/10/2019,19/04/2018,,38,26,5,913,1,2,5,1
1933,54724f2,20/09/2019,17/12/2018,200000.0,14,2,81,2155,1,1,12,1
1969,548531e,07/10/2019,18/04/2018,90000.0,11,8,291,3099,1,1,1,1
327,548d878,08/10/2019,23/10/2018,60000.0,81,6,123,475,1,1,8,3
2309,5495137,10/09/2019,02/10/2018,42000.0,9,11,17,23,1,1,2,1
2604,5499665,23/10/2019,15/03/2019,20000.0,3,1,99,155,1,1,1,1
809,54af725,25/09/2019,20/12/2017,40000.0,14,2,4,62,1,1,7,4
94,54affd6,23/09/2019,01/02/2018,20000.0,3,1,59,3167,1,1,1,1
2249,54b16d5,08/10/2019,16/08/2018,,22,15,14,1,1,1,3,2
3132,54bc171,25/10/2019,12/12/2018,30000.0,2,2,180,2162,1,2,5,1
603,54c5cfb,28/10/2019,10/08/2017,,1,3,10,807,1,1,11,3
80,54d3b67,28/10/2019,27/08/2018,10000.0,7,7,21,157,1,1,5,1
1229,54d54d1,28/10/2019,11/03/2019,10000.0,21,24,16,706,1,1,4,2
3762,54de55a,08/10/2019,12/01/2019,15000.0,16,14,1,323,1,1,1,1
3730,54e40e4,15/10/2019,20/05/2019,23500.0,2,2,4,229,1,1,7,4
1863,54fb7ba,11/10/2019,21/05/2018,17000.0,7,7,125,1910,1,1,12,1
852,551238b,28/10/2019,09/04/2019,3500.0,3,1,100,42,1,1,1,1
721,5524ce0,31/10/2019,07/11/2017,50000.0,2,2,2,110,1,1,2,1
4155,5529132,03/10/2019,07/01/2019,10000.0,23,25,14,1601,1,1,3,2
3259,55295f2,16/10/2019,27/09/2018,60000.0,4,4,463,0,1,1,1,1
438,55299c3,07/10/2019,01/12/2018,15000.0,2,2,493,1136,1,1,9,3
4082,5539c44,10/09/2019,03/01/2017,129000.0,3,1,325,1748,1,1,15,3
2013,5542cf6,16/10/2019,20/08/2017,,6,1,29,100,1,1,5,1
4045,556984a,20/09/2019,05/04/2018,15000.0,11,8,101,981,1,1,1,1
588,5572619,07/10/2019,04/02/2019,5000.0,6,1,8,0,1,1,10,4
1251,55762ec,07/10/2019,10/04/2018,3000.0,4,4,63,1,1,1,2,1
20,558036a,20/09/2019,13/08/2018,,48,4,3,10,1,1,3,2
1300,558146b,21/10/2019,01/12/2017,20000.0,4,4,89,1,1,1,1,1
3958,5590eef,11/10/2019,01/02/2019,5000.0,10,12,267,1,1,1,5,1
2770,55a0903,16/10/2019,13/01/2017,,4,4,366,1,1,1,1,1
772,55a4d1a,25/09/2019,26/12/2018,35000.0,7,7,41,849,1,1,17,5
3213,55a64a6,28/10/2019,16/02/2018,5000.0,33,5,158,818,1,1,1,1
1222,55adc46,01/10/2019,03/08/2018,20000.0,6,1,361,0,1,1,2,1
4049,55aeaa4,28/10/2019,29/08/2018,30000.0,12,1,263,1817,1,1,1,1
2050,55bfb57,21/10/2019,13/12/2018,30000.0,1,3,2,329,1,1,2,1
1905,55c501a,28/10/2019,16/10/2018,15000.0,1,3,75,2041,1,1,1,1
2060,55df886,05/09/2019,18/11/2018,150000.0,33,5,122,1271,1,1,2,1
2146,55e6521,01/10/2019,29/09/2017,,38,26,138,1,1,1,18,3
580,55e84f7,20/09/2019,17/08/2018,120000.0,4,4,2,46,1,1,2,1
132,55e89fb,08/10/2019,19/11/2018,27500.0,6,1,49,1662,1,1,19,4
1535,55f0d3b,30/10/2019,16/04/2019,15000.0,52,1,2,310,1,1,2,1
3427,5608910,07/10/2019,14/12/2018,10000.0,1,3,20,441,1,1,14,3
29,5618047,16/10/2019,14/05/2018,9000.0,46,16,103,1,1,1,1,1
3699,561a4de,31/10/2019,27/03/2019,25000.0,1,3,54,1,1,1,2,1
3835,561bdf8,11/09/2019,01/03/2018,,2,2,59,2857,1,1,1,1
3416,561f8cb,21/10/2019,08/03/2019,25000.0,1,3,532,0,1,1,3,2
1955,561fb17,01/10/2019,18/12/2018,47000.0,4,4,48,57,1,1,2,1
833,5621ddf,26/09/2019,14/12/2018,,10,12,199,2704,1,1,2,1
3425,5628ac6,04/09/2019,17/05/2018,20000.0,52,1,4,133,1,1,7,4
482,56441f6,11/10/2019,17/01/2019,80000.0,8,10,104,1,1,1,9,3
344,5657350,11/10/2019,28/08/2018,18000.0,4,4,313,722,1,1,8,3
1087,56580f6,24/10/2019,23/11/2018,200000.0,4,4,1,6,1,1,1,1
3139,56587b4,16/10/2019,23/11/2017,24000.0,1,3,50,1,1,1,3,2
2343,56598af,08/10/2019,11/01/2019,15000.0,11,8,32,1992,1,1,16,3
1764,568a31b,25/10/2019,10/01/2019,15000.0,9,11,396,1,1,1,12,1
1141,568c12e,03/09/2019,15/12/2017,220000.0,2,2,16,1550,1,1,4,2
1877,568c909,31/10/2019,14/11/2018,20000.0,4,4,62,1,1,1,1,1
2934,568fe48,30/09/2019,06/02/2019,,8,10,392,0,1,1,1,1
1198,56936cc,30/09/2019,18/10/2016,,28,8,74,1,1,1,2,1
2355,5694f1c,21/10/2019,29/03/2019,8000.0,19,17,125,718,1,1,12,1
522,5696253,30/10/2019,09/01/2019,18500.0,14,2,153,1,1,2,5,1
942,5697f56,08/10/2019,08/05/2018,12000.0,2,2,7,891,1,1,9,3
3847,56abca5,26/09/2019,13/04/2018,2000.0,3,1,1,978,1,1,1,1
1422,56b8c3e,18/09/2019,02/08/2017,40000.0,1,3,89,1,1,1,1,1
3369,56c6f67,28/10/2019,17/04/2019,17600.0,11,8,442,0,1,1,9,3
1053,56ce874,25/09/2019,13/04/2018,30000.0,2,2,1,54,1,1,1,1
338,56d27cd,24/10/2019,30/11/2018,20000.0,16,14,2,1397,1,1,2,1
765,56e2255,17/10/2019,16/11/2018,10000.0,5,9,92,3153,1,1,8,3
3572,56e64bd,11/09/2019,30/10/2018,20000.0,4,4,52,1,1,1,4,2
2499,56e9167,28/10/2019,17/10/2018,26000.0,3,1,83,1857,1,1,10,4
1890,56f162b,07/10/2019,15/01/2019,50000.0,1,3,98,811,1,1,9,3
3620,56fb365,07/10/2019,11/11/2017,30000.0,86,13,571,0,1,1,1,1
3577,56fda06,21/10/2019,21/03/2019,20000.0,9,11,17,23,1,1,2,1
3142,5703bd5,31/10/2019,04/04/2019,20000.0,2,2,319,2053,1,1,1,1
1136,5704d4f,02/09/2019,22/11/2018,10000.0,67,5,42,1,1,1,15,3
1105,5707062,30/10/2019,18/05/2018,10000.0,4,4,31,1011,1,1,2,1
3750,570b909,16/10/2019,10/12/2018,37900.0,5,9,116,1,1,3,5,1
1765,570f551,28/10/2019,22/03/2018,10000.0,14,2,30,2961,1,1,2,1
2349,570ff0d,28/10/2019,11/02/2019,8000.0,3,1,761,0,1,1,4,2
3067,5711224,25/10/2019,27/03/2019,9000.0,40,7,40,885,1,1,1,1
1190,57122c4,18/09/2019,31/01/2018,40000.0,8,10,51,2243,1,3,22,5
1966,5726795,30/09/2019,21/09/2018,9000.0,34,15,110,1,1,1,1,1
2585,572da94,08/10/2019,06/11/2018,30000.0,5,9,844,0,1,3,3,2
2559,5732009,31/10/2019,26/04/2019,12000.0,20,23,327,0,1,1,4,2
3227,574ee61,28/10/2019,30/05/2018,15000.0,3,1,30,2949,1,1,2,1
2821,5752881,04/09/2019,26/11/2018,8000.0,49,8,49,176,1,1,19,4
2039,575bda6,31/10/2019,27/12/2017,86000.0,53,7,42,448,1,1,15,3
949,575be50,18/09/2019,21/12/2018,40000.0,1,3,222,1,1,1,3,2
3373,5774c28,07/10/2019,28/02/2019,40000.0,3,1,56,3,1,1,4,2
1799,5775be8,07/10/2019,26/10/2017,25000.0,31,4,1,33,1,1,1,1
3944,5792fb7,31/10/2019,26/04/2018,20000.0,9,11,2,2619,1,1,2,1
1719,579e1df,25/09/2019,16/10/2017,43500.0,38,26,61,1,1,1,1,1
1361,57a12a1,11/10/2019,18/01/2019,100000.0,2,2,23,192,1,1,13,3
2498,57a6e26,11/10/2019,07/11/2016,,19,17,47,66,1,1,3,2
4032,57ad748,31/10/2019,26/04/2019,17100.0,41,5,32,250,1,1,16,3
687,57af32f,16/10/2019,28/05/2018,7000.0,1,3,1,24,1,1,1,1
1065,57b2936,07/10/2019,30/01/2019,12000.0,1,3,4,194,1,1,7,4
1073,57b41e1,30/10/2019,20/02/2018,35000.0,2,2,6,239,1,1,8,3
3183,57b4695,31/10/2019,22/01/2018,10000.0,26,18,224,0,1,1,4,2
1394,57b9776,23/09/2019,26/04/2018,40000.0,34,15,6,1513,1,1,8,3
1853,57c52fe,28/10/2019,05/01/2018,,4,4,12,734,1,1,1,1
2069,57c9bd7,11/10/2019,23/12/2016,26000.0,3,1,37,1,1,1,2,1
2073,57cbb14,25/10/2019,15/03/2019,18000.0,1,3,461,0,1,1,6,2
3733,57cd6ad,07/10/2019,08/02/2019,40000.0,12,1,238,0,1,1,25,5
1977,57ce932,19/09/2019,08/08/2018,28000.0,103,13,125,718,1,1,12,1
2857,57d3b84,11/10/2019,22/08/2018,30000.0,33,5,1,681,1,1,1,1
936,57dab8c,30/09/2019,26/07/2018,30000.0,119,6,2,5,1,1,2,1
977,57dea5f,25/09/2019,20/09/2018,75000.0,5,9,163,1,1,1,1,1
2058,57f003e,28/10/2019,26/09/2018,18000.0,15,5,385,0,1,1,3,2
22,57f2c9f,21/10/2019,24/01/2019,10000.0,17,20,2,96,1,1,2,1
3235,57f9687,28/10/2019,24/11/2018,,10,12,28,773,1,1,1,1
2932,57fac90,12/09/2019,04/12/2018,50100.0,2,2,27,707,1,2,1,1
4073,580a553,16/10/2019,27/03/2019,100000.0,4,4,151,25,1,1,24,5
1776,5819d79,06/09/2019,03/10/2018,110000.0,3,1,56,1,1,1,4,2
2120,5820bd5,08/10/2019,21/01/2019,,3,1,256,0,1,1,8,3
1999,5824658,28/10/2019,23/04/2019,4000.0,47,6,47,2485,1,1,3,2
311,5824759,01/10/2019,16/06/2018,6000.0,93,6,11,281,1,1,4,2
2006,58266c4,29/10/2019,27/04/2019,18000.0,4,4,78,1,1,1,8,3
2751,5829475,13/09/2019,09/12/2018,15000.0,3,1,15,349,1,1,4,2
1874,582eed9,24/10/2019,08/06/2018,10000.0,16,14,9,844,1,1,6,2
1363,5853cd3,31/10/2019,26/04/2019,30000.0,6,1,12,3033,1,1,1,1
1254,5868f8c,13/09/2019,08/08/2018,65000.0,53,7,97,1385,1,2,1,1
3545,58778b9,11/10/2019,18/04/2017,240000.0,23,25,1,545,1,1,1,1
3329,5882412,03/09/2019,21/09/2018,10000.0,1,3,64,0,1,1,4,2
1876,58940c5,26/09/2019,20/12/2018,16000.0,29,6,139,1,1,1,3,2
347,589886c,28/10/2019,05/04/2019,15000.0,11,8,685,0,1,1,9,3
2359,58a49b2,21/10/2019,02/07/2018,15000.0,109,6,51,2572,1,4,22,5
4038,58a9c60,07/10/2019,28/01/2019,15000.0,3,1,1,792,1,1,1,1
3924,58abf88,01/10/2019,27/07/2018,20000.0,119,6,2,539,1,1,2,1
1880,58b787a,03/10/2019,30/08/2017,7500.0,4,4,148,1,1,1,3,2
2542,58bec00,15/10/2019,04/09/2018,40000.0,7,7,344,0,1,1,9,3
3923,58c3e66,16/10/2019,12/09/2018,55000.0,3,1,19,8,1,1,1,1
570,58c813f,18/09/2019,18/10/2017,100000.0,14,2,1,290,1,1,1,1
2506,58cbad9,16/10/2019,04/08/2017,350000.0,17,20,89,1,1,1,1,1
550,58ccee9,09/10/2019,07/11/2018,20000.0,3,1,54,0,1,1,2,1
3434,58d26c3,16/10/2019,07/04/2017,,4,4,3,177,1,1,3,2
1842,58da363,28/10/2019,31/01/2019,,3,1,2,549,1,1,2,1
3696,58dd4bb,06/09/2019,15/12/2016,,5,9,36,3253,1,1,3,2
636,58e3ddb,31/10/2019,27/12/2018,20000.0,8,10,83,2311,1,1,10,4
1908,58e4054,28/10/2019,05/10/2018,6500.0,10,12,91,2746,1,1,6,2
1284,58e6d53,20/09/2019,07/11/2017,,77,6,1,213,1,1,1,1
1046,58ed913,24/10/2019,02/08/2018,60000.0,28,8,2,67,1,1,2,1
3740,58ef8e4,30/10/2019,28/06/2018,,3,1,128,72,1,1,21,5
3510,58f1894,08/10/2019,29/07/2017,10000.0,105,6,337,2120,1,1,1,1
3741,58f4e76,09/10/2019,07/02/2019,30000.0,7,7,1,916,1,1,1,1
2221,59016f2,30/10/2019,08/11/2018,20000.0,91,6,90,1171,1,1,6,2
3281,5901b4b,24/10/2019,05/07/2018,,3,1,93,1,1,1,5,1
1769,59121a6,01/10/2019,04/02/2019,7000.0,1,3,237,1,1,2,5,1
2320,5916f52,26/09/2019,25/11/2017,,4,4,10,2844,1,1,11,3
3881,59231cf,16/10/2019,29/11/2017,,7,7,49,1,1,1,19,4
1953,5928836,05/09/2019,12/10/2018,15000.0,36,22,767,0,1,1,2,1
1807,592f451,11/10/2019,04/02/2019,30000.0,9,11,37,1,1,1,2,1
1937,59323a4,24/10/2019,13/04/2018,10000.0,16,14,14,464,1,1,3,2
1271,593ca77,07/10/2019,12/02/2019,15000.0,1,3,3,144,1,1,3,2
668,5947c13,20/09/2019,01/11/2017,15000.0,4,4,3,164,1,1,3,2
3992,59554ff,25/10/2019,23/01/2018,,9,11,1,64,1,1,1,1
2818,5958a3c,21/10/2019,28/03/2019,15000.0,6,1,254,3,1,1,12,1
553,595a524,11/10/2019,25/01/2017,,32,5,1,853,1,1,1,1
2692,596466f,28/10/2019,05/04/2019,15000.0,63,22,34,2312,1,1,2,1
1041,5988dac,23/10/2019,29/12/2018,10000.0,4,4,141,2371,1,1,17,5
3734,598b64c,30/10/2019,25/07/2018,15000.0,4,4,84,41,1,1,8,3
1837,598d177,15/10/2019,03/07/2018,30000.0,2,2,7,482,1,1,9,3
2185,598d1e8,25/09/2019,02/08/2018,37300.0,11,8,152,2238,1,2,5,1
1317,598d5ff,05/09/2019,21/08/2017,15000.0,3,1,40,211,1,1,1,1
1157,5992f8b,19/09/2019,06/09/2018,20000.0,1,3,6,881,1,1,8,3
167,59a4266,21/10/2019,20/01/2018,18000.0,3,1,33,408,1,1,1,1
1411,59a89a3,25/09/2019,27/03/2018,30000.0,2,2,22,925,1,2,1,1
2962,59aecf4,03/09/2019,25/10/2017,150000.0,9,11,2,5,1,1,2,1
1724,59b29e4,05/09/2019,07/05/2018,,2,2,279,0,1,1,1,1
1736,59b43ed,05/09/2019,01/11/2018,16000.0,10,12,103,1,1,1,1,1
890,59b4d68,21/10/2019,21/03/2019,30000.0,7,7,162,1165,1,4,3,2
3693,59c754f,13/09/2019,15/12/2018,35000.0,1,3,269,0,1,1,3,2
283,59c82e1,10/10/2019,01/11/2017,42000.0,35,16,21,48,1,1,5,1
224,59ceaf8,17/09/2019,10/05/2018,4000.0,60,6,159,1,1,1,1,1
3312,59d6320,21/10/2019,02/11/2017,,4,4,39,1,1,1,4,2
2462,59d74f8,16/10/2019,24/10/2018,7000.0,34,15,2,403,1,1,2,1
1332,59dbfb3,07/10/2019,21/01/2019,20000.0,2,2,6,0,1,1,8,3
3630,59dd04b,03/09/2019,20/07/2017,,27,19,5,1160,1,2,5,1
124,59e38f6,16/09/2019,27/11/2018,65000.0,2,2,437,0,1,4,4,2
125,59e6b8a,30/10/2019,05/09/2017,25000.0,21,24,1,1218,1,1,1,1
1978,59f3886,30/09/2019,23/10/2017,6000.0,17,20,1,742,1,1,1,1
1057,59f3aee,23/10/2019,13/12/2018,12000.0,74,10,53,1,1,1,1,1
1026,59f76f4,07/10/2019,18/02/2019,50000.0,2,2,4,1630,1,1,7,4
885,5a056d8,25/09/2019,26/09/2018,30000.0,49,8,157,2149,1,1,6,2
3508,5a0b936,21/10/2019,16/10/2018,30000.0,9,11,4,45,1,1,7,4
3504,5a1fd72,16/10/2019,19/03/2019,40000.0,2,2,235,0,1,1,10,4
1487,5a260f2,28/10/2019,01/03/2019,,65,19,1,2189,1,1,1,1
2523,5a2b619,02/09/2019,28/11/2018,15000.0,6,1,3,38,1,1,3,2
3155,5a34998,23/09/2019,02/12/2015,,10,12,145,0,1,1,1,1
2735,5a3694d,03/09/2019,25/01/2018,90000.0,2,2,2,224,1,1,2,1
3601,5a38523,21/10/2019,01/12/2017,,17,20,628,0,1,2,5,1
1611,5a3fc4c,17/10/2019,03/12/2018,30000.0,16,14,191,476,1,1,16,3
3232,5a3fe50,08/10/2019,29/01/2019,7000.0,1,3,3,167,1,1,3,2
3519,5a431e4,28/10/2019,29/03/2019,10000.0,1,3,1,3,1,1,1,1
4178,5a47a44,09/10/2019,31/01/2019,15000.0,28,8,1,17,1,1,1,1
2303,5a5709e,28/10/2019,28/03/2019,7000.0,7,7,196,2647,1,4,9,3
1244,5a628c1,17/10/2019,13/12/2018,26000.0,1,3,17,326,1,1,2,1
589,5a630a8,20/09/2019,01/12/2017,,21,24,1,75,1,1,1,1
4127,5a6642b,23/10/2019,06/04/2018,,19,17,1,64,1,1,1,1
954,5a67322,08/10/2019,15/10/2018,30000.0,21,24,3,1,1,1,3,2
1761,5a78599,25/09/2019,06/02/2018,19000.0,17,20,152,48,1,2,5,1
3583,5a7aab5,02/09/2019,09/11/2018,56000.0,1,3,1,294,1,1,1,1
3608,5a7bf9a,07/10/2019,23/03/2016,,29,6,189,0,1,1,2,1
211,5a80310,04/09/2019,01/04/2017,,18,21,13,777,1,1,1,1
2477,5a8492f,26/09/2019,20/10/2018,30000.0,11,8,119,2055,1,1,1,1
255,5a8fc03,23/09/2019,10/08/2018,,48,4,7,450,1,1,9,3
2737,5a920a4,20/09/2019,07/06/2018,10000.0,31,4,18,182,1,1,3,2
1095,5a95632,02/10/2019,07/02/2019,,41,5,318,1,1,4,4,2
1077,5aa26c0,25/09/2019,02/10/2017,40000.0,5,9,7,515,1,1,9,3
166,5abf4cb,10/10/2019,31/10/2016,,53,7,1,271,1,1,1,1
3726,5ac1b37,02/10/2019,16/04/2018,20000.0,29,6,1,92,1,1,1,1
3413,5ac4bda,09/10/2019,29/03/2018,30000.0,95,15,8,13,1,1,10,4
2295,5acdbb5,28/10/2019,17/04/2018,9000.0,4,4,84,120,1,1,8,3
3134,5ad52af,07/10/2019,11/07/2018,15000.0,75,15,1,6,1,1,1,1
413,5ad7a38,25/09/2019,19/12/2018,41000.0,8,10,580,0,1,1,2,1
2027,5adb81f,30/09/2019,15/10/2018,30000.0,37,6,20,441,1,1,14,3
1264,5aee9f3,24/10/2019,20/03/2019,80000.0,6,1,28,1335,1,1,1,1
3498,5af0ae2,08/10/2019,22/01/2019,20000.0,1,3,10,80,1,1,11,3
804,5b07ce0,02/10/2019,24/08/2018,10000.0,13,13,30,628,1,1,2,1
1939,5b108dd,31/10/2019,30/04/2019,40000.0,4,4,1,494,1,1,1,1
2553,5b14a1c,07/10/2019,31/10/2018,17500.0,4,4,1,6,1,1,1,1
1406,5b1bfb0,21/10/2019,23/03/2018,,13,13,294,2852,1,2,5,1
2053,5b1f94c,28/10/2019,02/04/2019,23000.0,37,6,3,118,1,1,3,2
3589,5b28b43,04/10/2019,17/01/2019,,1,3,166,27,1,1,1,1
2399,5b4e8b0,05/09/2019,13/04/2017,,25,18,218,1,1,1,1,1
2539,5b5abb4,07/10/2019,29/01/2019,87600.0,1,3,7,53,1,1,9,3
389,5b67e76,28/10/2019,30/07/2018,10000.0,4,4,25,1,1,1,1,1
661,5b683ac,25/09/2019,27/09/2018,30000.0,15,5,7,215,1,1,9,3
2901,5b6f13a,21/10/2019,13/03/2019,6000.0,10,12,321,0,1,1,1,1
2353,5b7bc4f,07/10/2019,07/02/2019,20000.0,8,10,54,897,1,1,2,1
3225,5b7c166,25/09/2019,30/11/2018,35000.0,18,21,437,0,1,4,4,2
325,5b81c2e,28/10/2019,04/01/2019,,4,4,80,796,1,1,1,1
178,5b854bf,10/10/2019,06/12/2018,7000.0,36,22,137,1,1,1,9,3
2926,5b928ab,31/10/2019,22/04/2019,52000.0,41,5,11,1,1,1,4,2
